timestamp,cnt,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season,hour
2015-01-10 09:00:00,619,14.0,14.0,77.0,48.0,3.0,0.0,1.0,3.0,9
2015-01-10 10:00:00,757,14.0,14.0,74.5,41.0,7.0,0.0,1.0,3.0,10
2015-01-10 11:00:00,800,11.5,11.5,67.5,42.5,3.0,0.0,1.0,3.0,11
2015-01-10 12:00:00,1191,11.5,11.5,58.0,41.5,2.0,0.0,1.0,3.0,12
2015-01-10 13:00:00,1395,10.5,8.5,54.0,38.0,3.0,0.0,1.0,3.0,13
2015-01-10 14:00:00,1358,9.0,4.5,54.0,42.5,3.0,0.0,1.0,3.0,14
2015-01-10 15:00:00,1436,9.0,5.0,48.0,35.0,2.0,0.0,1.0,3.0,15
2015-01-10 16:00:00,1270,8.0,4.0,51.5,27.0,1.0,0.0,1.0,3.0,16
2015-01-10 17:00:00,1054,8.0,4.0,51.5,29.0,2.0,0.0,1.0,3.0,17
2015-01-10 18:00:00,849,7.0,3.0,55.0,26.0,1.0,0.0,1.0,3.0,18
2015-01-10 19:00:00,720,6.0,2.0,57.0,26.0,1.0,0.0,1.0,3.0,19
2015-01-10 20:00:00,556,6.0,2.0,57.0,25.0,1.0,0.0,1.0,3.0,20
2015-01-10 21:00:00,349,6.0,2.0,57.0,21.0,1.0,0.0,1.0,3.0,21
2015-01-10 22:00:00,335,5.0,1.0,66.0,20.0,1.0,0.0,1.0,3.0,22
2015-01-10 23:00:00,334,5.0,1.0,66.0,19.5,1.0,0.0,1.0,3.0,23
2015-01-11 00:00:00,360,4.5,0.5,72.5,22.0,1.0,0.0,1.0,3.0,0
2015-01-11 01:00:00,255,4.0,-0.5,75.0,22.0,1.0,0.0,1.0,3.0,1
2015-01-11 02:00:00,198,4.0,-0.5,75.0,23.0,1.0,0.0,1.0,3.0,2
2015-01-11 03:00:00,135,4.0,-1.0,75.0,27.0,2.0,0.0,1.0,3.0,3
2015-01-11 04:00:00,74,4.0,-1.0,72.5,28.0,1.0,0.0,1.0,3.0,4
2015-01-11 05:00:00,57,4.0,-1.0,70.0,27.0,1.0,0.0,1.0,3.0,5
2015-01-11 06:00:00,67,4.5,0.0,68.0,24.0,1.0,0.0,1.0,3.0,6
2015-01-11 07:00:00,93,5.0,1.0,66.0,24.0,1.0,0.0,1.0,3.0,7
2015-01-11 08:00:00,241,5.0,0.0,66.0,29.5,1.0,0.0,1.0,3.0,8
2015-01-11 09:00:00,538,5.5,0.5,63.5,29.0,1.0,0.0,1.0,3.0,9
2015-01-11 10:00:00,922,6.5,2.0,61.0,30.0,1.0,0.0,1.0,3.0,10
2015-01-11 11:00:00,1248,7.5,3.5,59.0,27.0,1.0,0.0,1.0,3.0,11
2015-01-11 12:00:00,1555,8.5,4.5,55.5,27.0,1.0,0.0,1.0,3.0,12
2015-01-11 13:00:00,1813,9.0,5.0,56.0,28.0,2.0,0.0,1.0,3.0,13
2015-01-11 14:00:00,1639,9.0,5.0,60.0,28.0,2.0,0.0,1.0,3.0,14
2015-01-11 15:00:00,1464,8.5,5.0,64.0,26.0,3.0,0.0,1.0,3.0,15
2015-01-11 16:00:00,1097,8.0,4.5,66.0,23.0,3.0,0.0,1.0,3.0,16
2015-01-11 17:00:00,827,8.0,5.0,71.0,20.5,7.0,0.0,1.0,3.0,17
2015-01-11 18:00:00,519,8.0,4.0,73.5,25.0,7.0,0.0,1.0,3.0,18
2015-01-11 19:00:00,493,8.0,4.0,73.5,24.0,3.0,0.0,1.0,3.0,19
2015-01-11 20:00:00,315,8.0,4.5,71.0,26.0,7.0,0.0,1.0,3.0,20
2015-01-11 21:00:00,260,8.0,4.0,71.0,30.0,7.0,0.0,1.0,3.0,21
2015-01-11 22:00:00,237,9.0,5.0,66.0,37.0,7.0,0.0,1.0,3.0,22
2015-01-11 23:00:00,168,9.0,5.0,71.0,30.5,3.0,0.0,1.0,3.0,23
2015-01-17 00:00:00,328,2.0,-2.0,81.0,13.0,1.0,0.0,1.0,3.0,0
2015-01-17 01:00:00,220,2.0,-1.5,81.0,12.0,1.0,0.0,1.0,3.0,1
2015-01-17 02:00:00,199,1.0,-3.0,81.0,14.0,1.0,0.0,1.0,3.0,2
2015-01-17 03:00:00,144,1.0,-3.0,81.0,15.0,1.0,0.0,1.0,3.0,3
2015-01-17 04:00:00,76,1.0,-2.0,81.0,10.0,1.0,0.0,1.0,3.0,4
2015-01-17 05:00:00,68,0.5,-2.5,77.5,8.0,1.0,0.0,1.0,3.0,5
2015-01-17 06:00:00,70,0.5,-3.0,77.5,10.0,1.0,0.0,1.0,3.0,6
2015-01-17 07:00:00,154,1.5,-2.5,72.5,16.0,1.0,0.0,1.0,3.0,7
2015-01-17 08:00:00,350,2.5,-1.5,67.5,15.0,1.0,0.0,1.0,3.0,8
2015-01-17 09:00:00,682,3.5,-0.5,65.0,16.0,1.0,0.0,1.0,3.0,9
2015-01-17 10:00:00,784,4.0,0.0,70.0,21.0,7.0,0.0,1.0,3.0,10
2015-01-17 11:00:00,998,5.0,1.5,73.0,18.5,7.0,0.0,1.0,3.0,11
2015-01-17 12:00:00,1360,6.5,3.5,73.5,17.0,2.0,0.0,1.0,3.0,12
2015-01-17 13:00:00,1421,6.0,2.5,73.5,20.5,2.0,0.0,1.0,3.0,13
2015-01-17 14:00:00,1531,7.0,4.0,66.0,17.0,2.0,0.0,1.0,3.0,14
2015-01-17 15:00:00,1527,6.0,3.0,71.0,18.0,1.0,0.0,1.0,3.0,15
2015-01-17 16:00:00,1257,6.0,3.0,71.0,15.0,1.0,0.0,1.0,3.0,16
2015-01-17 17:00:00,997,5.0,2.5,76.0,10.0,1.0,0.0,1.0,3.0,17
2015-01-17 18:00:00,765,5.0,2.0,76.0,13.0,1.0,0.0,1.0,3.0,18
2015-01-17 19:00:00,719,5.0,2.0,76.0,12.0,1.0,0.0,1.0,3.0,19
2015-01-17 20:00:00,525,5.0,3.0,81.0,9.0,1.0,0.0,1.0,3.0,20
2015-01-17 21:00:00,415,5.0,2.5,76.0,10.0,1.0,0.0,1.0,3.0,21
2015-01-17 22:00:00,328,5.0,3.0,76.0,7.0,2.0,0.0,1.0,3.0,22
2015-01-17 23:00:00,350,5.0,2.5,78.5,9.0,7.0,0.0,1.0,3.0,23
2015-01-18 00:00:00,383,5.0,3.0,76.0,7.0,2.0,0.0,1.0,3.0,0
2015-01-18 01:00:00,268,5.0,3.5,76.0,6.5,7.0,0.0,1.0,3.0,1
2015-01-18 02:00:00,268,5.0,3.0,81.0,8.0,7.0,0.0,1.0,3.0,2
2015-01-18 03:00:00,140,4.5,3.0,84.0,6.5,7.0,0.0,1.0,3.0,3
2015-01-18 04:00:00,73,4.0,4.0,87.0,0.0,7.0,0.0,1.0,3.0,4
2015-01-18 05:00:00,53,4.0,3.5,90.0,5.0,7.0,0.0,1.0,3.0,5
2015-01-18 06:00:00,54,4.0,3.5,90.0,5.0,7.0,0.0,1.0,3.0,6
2015-01-18 07:00:00,97,4.0,3.5,87.0,5.0,7.0,0.0,1.0,3.0,7
2015-01-18 08:00:00,210,4.0,3.5,93.0,5.0,2.0,0.0,1.0,3.0,8
2015-01-18 09:00:00,406,4.0,2.5,90.0,6.5,7.0,0.0,1.0,3.0,9
2015-01-18 10:00:00,693,4.0,2.0,87.0,9.0,7.0,0.0,1.0,3.0,10
2015-01-18 11:00:00,906,4.0,1.5,84.0,9.0,4.0,0.0,1.0,3.0,11
2015-01-18 12:00:00,1244,4.0,1.0,81.0,12.0,2.0,0.0,1.0,3.0,12
2015-01-18 13:00:00,1401,4.0,1.0,81.0,12.0,2.0,0.0,1.0,3.0,13
2015-01-18 14:00:00,1313,4.0,1.0,75.0,14.0,2.0,0.0,1.0,3.0,14
2015-01-18 15:00:00,1450,4.0,1.0,75.0,13.0,2.0,0.0,1.0,3.0,15
2015-01-18 16:00:00,1111,3.0,2.0,81.0,6.0,2.0,0.0,1.0,3.0,16
2015-01-18 17:00:00,844,3.0,3.0,81.0,4.0,1.0,0.0,1.0,3.0,17
2015-01-18 18:00:00,694,2.0,0.0,87.0,6.5,1.0,0.0,1.0,3.0,18
2015-01-18 19:00:00,510,2.0,-0.5,87.0,8.0,1.0,0.0,1.0,3.0,19
2015-01-18 20:00:00,370,1.5,0.5,87.0,5.5,1.0,0.0,1.0,3.0,20
2015-01-18 21:00:00,265,1.0,1.0,87.0,4.0,1.0,0.0,1.0,3.0,21
2015-01-18 22:00:00,249,1.0,1.0,87.0,4.0,1.0,0.0,1.0,3.0,22
2015-01-18 23:00:00,197,0.5,-1.5,90.0,6.0,1.0,0.0,1.0,3.0,23
2015-01-24 00:00:00,186,8.0,4.5,93.0,22.5,7.0,0.0,1.0,3.0,0
2015-01-24 01:00:00,141,9.0,6.0,90.5,18.0,7.0,0.0,1.0,3.0,1
2015-01-24 02:00:00,142,7.0,4.0,87.0,18.5,26.0,0.0,1.0,3.0,2
2015-01-24 03:00:00,121,6.5,3.5,81.0,18.0,3.0,0.0,1.0,3.0,3
2015-01-24 04:00:00,70,6.0,2.5,76.0,18.5,2.0,0.0,1.0,3.0,4
2015-01-24 05:00:00,61,5.5,1.5,73.5,24.0,1.0,0.0,1.0,3.0,5
2015-01-24 06:00:00,76,5.0,1.0,76.0,19.0,1.0,0.0,1.0,3.0,6
2015-01-24 07:00:00,142,4.0,1.0,81.0,14.0,1.0,0.0,1.0,3.0,7
2015-01-24 08:00:00,318,4.5,1.0,75.5,16.0,1.0,0.0,1.0,3.0,8
2015-01-24 09:00:00,723,5.0,1.5,70.0,18.0,1.0,0.0,1.0,3.0,9
2015-01-24 10:00:00,1086,5.5,1.5,68.0,24.0,1.0,0.0,1.0,3.0,10
2015-01-24 11:00:00,1411,6.0,2.0,66.0,24.0,1.0,0.0,1.0,3.0,11
2015-01-24 12:00:00,1636,6.0,2.0,61.0,24.0,1.0,0.0,1.0,3.0,12
2015-01-24 13:00:00,1769,7.0,3.5,61.0,22.0,1.0,0.0,1.0,3.0,13
2015-01-24 14:00:00,1796,7.0,4.0,61.0,20.0,2.0,0.0,1.0,3.0,14
2015-01-24 15:00:00,1798,7.0,3.0,61.0,22.0,1.0,0.0,1.0,3.0,15
2015-01-24 16:00:00,1597,6.5,3.5,63.5,17.0,1.0,0.0,1.0,3.0,16
2015-01-24 17:00:00,1226,6.0,3.0,66.0,15.0,1.0,0.0,1.0,3.0,17
2015-01-24 18:00:00,837,5.5,2.5,68.0,13.0,1.0,0.0,1.0,3.0,18
2015-01-24 19:00:00,709,5.0,2.0,68.0,14.0,1.0,0.0,1.0,3.0,19
2015-01-24 20:00:00,526,4.5,1.5,70.0,13.0,1.0,0.0,1.0,3.0,20
2015-01-24 21:00:00,393,4.0,1.0,72.5,13.0,1.0,0.0,1.0,3.0,21
2015-01-24 22:00:00,401,3.5,0.5,75.0,13.0,1.0,0.0,1.0,3.0,22
2015-01-24 23:00:00,374,3.0,-0.5,81.0,13.0,1.0,0.0,1.0,3.0,23
2015-01-25 00:00:00,347,3.0,0.0,81.0,13.0,1.0,0.0,1.0,3.0,0
2015-01-25 01:00:00,261,2.0,-1.5,87.0,12.0,1.0,0.0,1.0,3.0,1
2015-01-25 02:00:00,216,2.0,-1.0,81.0,10.0,1.0,0.0,1.0,3.0,2
2015-01-25 03:00:00,162,2.0,-2.0,87.0,14.0,1.0,0.0,1.0,3.0,3
2015-01-25 04:00:00,107,2.0,-2.0,84.0,13.0,1.0,0.0,1.0,3.0,4
2015-01-25 05:00:00,70,2.0,-1.5,87.0,12.0,1.0,0.0,1.0,3.0,5
2015-01-25 06:00:00,83,2.0,-2.0,87.0,13.0,1.0,0.0,1.0,3.0,6
2015-01-25 07:00:00,108,2.0,-2.0,87.0,15.0,1.0,0.0,1.0,3.0,7
2015-01-25 08:00:00,226,3.0,-0.5,81.0,15.0,1.0,0.0,1.0,3.0,8
2015-01-25 09:00:00,529,3.5,0.5,78.0,13.0,3.0,0.0,1.0,3.0,9
2015-01-25 10:00:00,857,5.0,2.0,70.0,15.0,4.0,0.0,1.0,3.0,10
2015-01-25 11:00:00,1195,6.5,4.0,68.5,13.0,4.0,0.0,1.0,3.0,11
2015-01-25 12:00:00,1478,8.5,5.5,62.0,19.5,3.0,0.0,1.0,3.0,12
2015-01-25 13:00:00,1705,8.0,5.0,66.0,18.0,3.0,0.0,1.0,3.0,13
2015-01-25 14:00:00,1519,9.0,6.0,66.0,22.0,3.0,0.0,1.0,3.0,14
2015-01-25 15:00:00,1477,8.0,5.0,71.0,21.0,3.0,0.0,1.0,3.0,15
2015-01-25 16:00:00,1238,8.0,5.0,71.0,18.0,3.0,0.0,1.0,3.0,16
2015-01-25 17:00:00,875,8.0,5.0,71.0,19.5,3.0,0.0,1.0,3.0,17
2015-01-25 18:00:00,810,8.0,5.0,73.5,19.5,3.0,0.0,1.0,3.0,18
2015-01-25 19:00:00,566,8.0,5.0,76.0,19.5,3.0,0.0,1.0,3.0,19
2015-01-25 20:00:00,423,8.0,5.0,76.0,18.5,3.0,0.0,1.0,3.0,20
2015-01-25 21:00:00,335,8.0,5.0,82.0,18.5,4.0,0.0,1.0,3.0,21
2015-01-25 22:00:00,297,8.0,5.0,82.0,18.0,4.0,0.0,1.0,3.0,22
2015-01-25 23:00:00,210,8.0,5.0,82.0,18.0,4.0,0.0,1.0,3.0,23
2015-01-31 00:00:00,379,2.0,-2.0,81.0,16.0,1.0,0.0,1.0,3.0,0
2015-01-31 01:00:00,281,2.0,-2.5,81.0,17.5,1.0,0.0,1.0,3.0,1
2015-01-31 02:00:00,252,2.0,-3.0,81.0,19.5,1.0,0.0,1.0,3.0,2
2015-01-31 03:00:00,163,1.0,-3.5,87.0,17.0,1.0,0.0,1.0,3.0,3
2015-01-31 04:00:00,96,2.0,-2.5,81.0,18.0,3.0,0.0,1.0,3.0,4
2015-01-31 05:00:00,80,2.0,-2.5,87.0,18.0,26.0,0.0,1.0,3.0,5
2015-01-31 06:00:00,62,2.0,-2.0,93.0,17.0,3.0,0.0,1.0,3.0,6
2015-01-31 07:00:00,129,3.0,-1.0,87.0,16.0,26.0,0.0,1.0,3.0,7
2015-01-31 08:00:00,182,3.0,-1.0,87.0,15.0,7.0,0.0,1.0,3.0,8
2015-01-31 09:00:00,468,3.0,-1.0,87.0,16.0,7.0,0.0,1.0,3.0,9
2015-01-31 10:00:00,705,3.0,-1.0,87.0,15.0,3.0,0.0,1.0,3.0,10
2015-01-31 11:00:00,926,4.0,0.0,81.0,18.5,3.0,0.0,1.0,3.0,11
2015-01-31 12:00:00,816,4.0,0.0,81.0,18.5,7.0,0.0,1.0,3.0,12
2015-01-31 13:00:00,409,3.0,-1.0,87.0,18.0,7.0,0.0,1.0,3.0,13
2015-01-31 14:00:00,521,3.5,-0.5,90.0,19.5,7.0,0.0,1.0,3.0,14
2015-01-31 15:00:00,632,5.0,1.0,78.5,21.5,7.0,0.0,1.0,3.0,15
2015-01-31 16:00:00,795,5.0,0.0,70.0,29.0,3.0,0.0,1.0,3.0,16
2015-01-31 17:00:00,840,5.0,1.0,70.0,24.0,7.0,0.0,1.0,3.0,17
2015-01-31 18:00:00,635,5.0,1.0,68.0,22.0,7.0,0.0,1.0,3.0,18
2015-01-31 19:00:00,565,5.0,0.5,63.5,26.0,4.0,0.0,1.0,3.0,19
2015-01-31 20:00:00,447,5.0,0.5,59.0,24.0,4.0,0.0,1.0,3.0,20
2015-01-31 21:00:00,305,4.5,-0.5,61.0,27.0,3.0,0.0,1.0,3.0,21
2015-01-31 22:00:00,276,4.0,-1.0,61.0,24.0,4.0,0.0,1.0,3.0,22
2015-01-31 23:00:00,286,4.0,-1.0,61.0,26.0,4.0,0.0,1.0,3.0,23
2015-02-01 00:00:00,273,4.0,-1.0,61.0,27.0,2.0,0.0,1.0,3.0,0
2015-02-01 01:00:00,246,2.5,-3.0,78.5,28.0,26.0,0.0,1.0,3.0,1
2015-02-01 02:00:00,156,2.0,-3.0,87.0,23.0,7.0,0.0,1.0,3.0,2
2015-02-01 03:00:00,83,2.0,-3.0,87.0,22.0,26.0,0.0,1.0,3.0,3
2015-02-01 04:00:00,59,2.5,-2.5,84.0,25.0,7.0,0.0,1.0,3.0,4
2015-02-01 05:00:00,43,4.0,-1.0,67.5,28.0,4.0,0.0,1.0,3.0,5
2015-02-01 06:00:00,50,4.0,-1.5,65.0,31.5,3.0,0.0,1.0,3.0,6
2015-02-01 07:00:00,90,4.0,-1.5,67.5,32.0,3.0,0.0,1.0,3.0,7
2015-02-01 08:00:00,208,4.0,-2.0,67.5,34.0,4.0,0.0,1.0,3.0,8
2015-02-01 09:00:00,411,4.5,-0.5,65.5,31.0,4.0,0.0,1.0,3.0,9
2015-02-01 10:00:00,655,4.5,-0.5,65.5,30.0,4.0,0.0,1.0,3.0,10
2015-02-01 11:00:00,884,5.0,0.0,63.5,30.5,4.0,0.0,1.0,3.0,11
2015-02-01 12:00:00,1117,5.0,0.0,66.0,30.0,3.0,0.0,1.0,3.0,12
2015-02-01 13:00:00,1083,6.0,1.5,61.0,29.0,3.0,0.0,1.0,3.0,13
2015-02-01 14:00:00,1082,5.5,1.5,63.5,24.0,3.0,0.0,1.0,3.0,14
2015-02-01 15:00:00,1007,5.0,1.0,63.5,24.0,3.0,0.0,1.0,3.0,15
2015-02-01 16:00:00,970,5.0,0.0,61.0,26.0,3.0,0.0,1.0,3.0,16
2015-02-01 17:00:00,724,4.5,0.5,61.0,19.5,3.0,0.0,1.0,3.0,17
2015-02-01 18:00:00,624,4.0,0.0,61.0,19.5,3.0,0.0,1.0,3.0,18
2015-02-01 19:00:00,502,4.0,0.0,61.0,18.5,4.0,0.0,1.0,3.0,19
2015-02-01 20:00:00,380,3.5,0.0,58.0,17.0,3.0,0.0,1.0,3.0,20
2015-02-01 21:00:00,256,2.5,-1.5,62.5,16.0,1.0,0.0,1.0,3.0,21
2015-02-01 22:00:00,244,2.0,-2.0,65.0,15.0,1.0,0.0,1.0,3.0,22
2015-02-01 23:00:00,158,1.0,-3.0,65.0,14.0,1.0,0.0,1.0,3.0,23
2015-02-07 00:00:00,286,1.5,-2.5,84.0,14.0,1.0,0.0,1.0,3.0,0
2015-02-07 01:00:00,240,1.0,-3.0,87.0,14.0,1.0,0.0,1.0,3.0,1
2015-02-07 02:00:00,179,1.0,-3.0,87.0,13.0,1.0,0.0,1.0,3.0,2
2015-02-07 03:00:00,149,2.0,-1.0,81.0,10.0,1.0,0.0,1.0,3.0,3
2015-02-07 04:00:00,72,1.0,-1.0,87.0,6.5,1.0,0.0,1.0,3.0,4
2015-02-07 05:00:00,46,1.0,-2.0,87.0,10.0,2.0,0.0,1.0,3.0,5
2015-02-07 06:00:00,65,2.0,-1.0,81.0,9.0,2.0,0.0,1.0,3.0,6
2015-02-07 07:00:00,145,1.5,-0.5,87.0,7.0,3.0,0.0,1.0,3.0,7
2015-02-07 08:00:00,327,3.0,2.5,84.0,5.0,3.0,0.0,1.0,3.0,8
2015-02-07 09:00:00,580,4.0,2.0,81.0,9.0,3.0,0.0,1.0,3.0,9
2015-02-07 10:00:00,812,4.0,1.5,87.0,10.0,3.0,0.0,1.0,3.0,10
2015-02-07 11:00:00,916,5.0,2.0,87.0,12.0,3.0,0.0,1.0,3.0,11
2015-02-07 12:00:00,1165,5.5,2.5,81.5,13.0,3.0,0.0,1.0,3.0,12
2015-02-07 13:00:00,1139,6.0,3.0,76.0,14.0,4.0,0.0,1.0,3.0,13
2015-02-07 14:00:00,1068,6.0,3.0,76.0,15.0,3.0,0.0,1.0,3.0,14
2015-02-07 15:00:00,1107,5.0,2.0,81.0,16.0,4.0,0.0,1.0,3.0,15
2015-02-07 16:00:00,1104,5.0,2.0,81.0,16.0,3.0,0.0,1.0,3.0,16
2015-02-07 17:00:00,965,5.0,2.0,81.0,15.0,3.0,0.0,1.0,3.0,17
2015-02-07 18:00:00,689,6.0,3.5,76.0,13.0,4.0,0.0,1.0,3.0,18
2015-02-07 19:00:00,678,6.0,3.0,81.0,14.0,4.0,0.0,1.0,3.0,19
2015-02-07 20:00:00,471,5.0,3.0,81.0,8.0,3.0,0.0,1.0,3.0,20
2015-02-07 21:00:00,302,5.0,3.0,87.0,9.0,4.0,0.0,1.0,3.0,21
2015-02-07 22:00:00,322,4.5,2.0,84.0,10.0,2.0,0.0,1.0,3.0,22
2015-02-07 23:00:00,322,4.0,1.5,87.0,9.0,2.0,0.0,1.0,3.0,23
2015-02-08 00:00:00,336,4.0,2.0,87.0,8.0,3.0,0.0,1.0,3.0,0
2015-02-08 01:00:00,233,5.0,2.0,81.0,11.0,4.0,0.0,1.0,3.0,1
2015-02-08 02:00:00,197,5.0,2.5,78.5,10.0,3.0,0.0,1.0,3.0,2
2015-02-08 03:00:00,133,4.0,1.0,81.0,11.0,3.0,0.0,1.0,3.0,3
2015-02-08 04:00:00,97,5.0,2.0,76.0,14.0,2.0,0.0,1.0,3.0,4
2015-02-08 05:00:00,66,4.0,1.5,81.0,9.0,1.0,0.0,1.0,3.0,5
2015-02-08 06:00:00,55,4.0,2.0,81.0,7.0,2.0,0.0,1.0,3.0,6
2015-02-08 07:00:00,93,4.0,1.5,81.0,9.0,3.0,0.0,1.0,3.0,7
2015-02-08 08:00:00,230,4.0,2.0,81.0,7.0,4.0,0.0,1.0,3.0,8
2015-02-08 09:00:00,480,4.5,2.0,78.5,9.0,2.0,0.0,1.0,3.0,9
2015-02-08 10:00:00,893,5.5,2.5,78.5,13.0,2.0,0.0,1.0,3.0,10
2015-02-08 11:00:00,1153,7.0,4.5,71.0,13.0,2.0,0.0,1.0,3.0,11
2015-02-08 12:00:00,1471,7.0,5.0,71.0,13.0,2.0,0.0,1.0,3.0,12
2015-02-08 13:00:00,1663,7.5,5.5,68.5,11.0,2.0,0.0,1.0,3.0,13
2015-02-08 14:00:00,1824,8.0,6.0,66.0,11.0,2.0,0.0,1.0,3.0,14
2015-02-08 15:00:00,1765,8.0,6.0,62.0,11.0,2.0,0.0,1.0,3.0,15
2015-02-08 16:00:00,1502,7.5,6.5,66.5,6.5,2.0,0.0,1.0,3.0,16
2015-02-08 17:00:00,1119,6.5,5.5,71.0,5.5,1.0,0.0,1.0,3.0,17
2015-02-08 18:00:00,806,6.0,5.5,76.0,5.0,1.0,0.0,1.0,3.0,18
2015-02-08 19:00:00,510,5.0,2.5,78.5,11.0,1.0,0.0,1.0,3.0,19
2015-02-08 20:00:00,388,5.0,2.5,78.5,10.0,1.0,0.0,1.0,3.0,20
2015-02-08 21:00:00,334,5.0,2.0,78.5,14.0,1.0,0.0,1.0,3.0,21
2015-02-08 22:00:00,246,4.5,1.5,78.5,13.0,1.0,0.0,1.0,3.0,22
2015-02-08 23:00:00,184,4.5,1.5,78.5,14.0,1.0,0.0,1.0,3.0,23
2015-02-14 00:00:00,175,8.0,5.5,87.0,15.0,7.0,0.0,1.0,3.0,0
2015-02-14 01:00:00,150,7.0,5.5,87.0,8.0,7.0,0.0,1.0,3.0,1
2015-02-14 02:00:00,160,7.0,5.0,90.0,11.0,7.0,0.0,1.0,3.0,2
2015-02-14 03:00:00,116,7.0,4.0,87.0,17.0,2.0,0.0,1.0,3.0,3
2015-02-14 04:00:00,83,6.5,4.5,84.0,10.0,2.0,0.0,1.0,3.0,4
2015-02-14 05:00:00,52,6.0,4.5,87.0,7.5,7.0,0.0,1.0,3.0,5
2015-02-14 06:00:00,85,6.0,5.0,87.0,6.0,7.0,0.0,1.0,3.0,6
2015-02-14 07:00:00,147,6.0,5.5,96.5,5.0,3.0,0.0,1.0,3.0,7
2015-02-14 08:00:00,366,7.0,5.5,93.0,10.0,2.0,0.0,1.0,3.0,8
2015-02-14 09:00:00,633,7.0,5.0,93.0,10.0,2.0,0.0,1.0,3.0,9
2015-02-14 10:00:00,931,7.5,5.0,90.0,15.0,3.0,0.0,1.0,3.0,10
2015-02-14 11:00:00,1212,8.0,5.0,87.0,19.5,3.0,0.0,1.0,3.0,11
2015-02-14 12:00:00,1475,8.0,5.0,87.0,18.0,3.0,0.0,1.0,3.0,12
2015-02-14 13:00:00,1385,8.5,6.0,84.5,14.0,7.0,0.0,1.0,3.0,13
2015-02-14 14:00:00,1117,8.0,5.0,87.0,15.0,4.0,0.0,1.0,3.0,14
2015-02-14 15:00:00,1217,8.0,5.0,87.0,15.0,4.0,0.0,1.0,3.0,15
2015-02-14 16:00:00,1131,8.0,5.0,87.0,15.0,3.0,0.0,1.0,3.0,16
